# Data from Fig.3 of Masters+2011
# g-r    f_bar
0.3101	0.1818
0.3719	0.2070
0.4072	0.2170
0.4349	0.1901
0.4593	0.1686
0.4814	0.1644
0.5025	0.1386
0.5245	0.1668
0.5455	0.1788
0.5664	0.1919
0.5884	0.2406
0.6093	0.2862
0.6335	0.3209
0.6565	0.3891
0.6785	0.4055
0.7005	0.4737
0.7192	0.4824
0.7379	0.5074
0.7567	0.5194
0.7910	0.4904
