# This table summarizes useful information about galaxies in the Parent Disc Sample of
# Erwin (2017, in prep). Most of the data is taken from xxx
#
# Except for the following columns, values are from Herrera-Endoqui et al. (2015: A&A, 582, A86)
#    dist, logmstar -- distance in Mpc and log of galaxy stellar mass (in solar masses), from 
#       Munoz-Mateos et al. (2015: ApJS, 219, 3)
#    bar_strength -- Buta et al. (2015)
#    A2, A4 -- Diaz-Garcia et al. (2016)
#    Re, Re_kpc, h_kpc -- Salo et al. (2015)
#    R25, etc.; t_s4g -- main S4G table
#    B_tc, BmV_tc, m21c, W_gas, t_leda -- HyperLeda (as of 29 March 2017)
#    gmr_tc -- total g-r color, based on BmV_tc as described in paper
#    weight_BmVtc -- B_t-based weights for galaxy colors (see paper)
#    w25, w30, w40 -- V/V_max weights assuming D_max = 25, 30, or 40 Mpc
#    M_HI, logfgas -- based on dist + m21c, as described in paper
#    inclination -- Munoz-Mateos et al. (2015)
#    sma_dp_kpc2 -- deprojected bar semi-major axis (in kpc) using bar size and
#       PA from Herrera-Endoqui et al. and galaxy inclination and PA from Munoz-Mateos et al.
#
# name logmstar dist B_tc BmV_tc weight_BmVtc gmr_tc m21c M_HI logfgas w25 w30 w40 sma sma_kpc sma_ell_kpc sma_dp_kpc sma_dp_kpc2 sma_ell_dp_kpc2 bar_strength A2 A4 inclination R25 R25_5 R25_kpc R25_5_kpc R25c_kpc Re Re_kpc h_kpc W_gas t_s4g t_leda
NGC2655 11.1219995029 24.4 10.699 0.765 1.02205213997 0.6768 15.217 1047502188.02 -2.10184456406 1.0 1.0 1.0 51.4 6.0803335515 3.51334448404 6.13948076504 6.14579080647 3.55116706133 2 0.312 -999.999 20.031301112 117.79348062 98.65 13.9343123027 11.6697452306 13.9664342101 38.58 4.56379899644 3.81203791239 87.35 0.1 0.1 
NGC2681 10.4559999121 15.25 11.038 0.771 1.08343349144 0.68352 18.355 22736047.7917 -3.09928493859 1.0 1.0 1.0 16.1 1.19033767241 1.28090684314 1.1977310741 1.20434043954 1.2959750382 2 0.244 0.079 11.4205146556 119.157464841 68.3 8.80979002168 5.04969335563 8.99426247631 87.63 6.4788379027 2.24086611883 23.99 0.4 0.4 
NGC2684 10.2380009285 39.722 13.372 0.623 2.69447616247 0.51776 16.739 683341033.636 -1.40336342827 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 37.0656015546 33.0461792862 20.0 6.36395090591 3.85155019029 6.43764198434 15.03 2.894439968 1.69140826607 67.23 4.6 4.0 
NGC2685 10.0779998049 13.475 11.878 0.752 1.28999438646 0.66224 13.699 1293102150.11 -0.966366971035 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 52.1962939365 129.754149311 68.2 8.47665460431 4.45540930357 8.7745426133 26.18 1.71030228105 1.71415666739 135.47 -1.0 -1.0 
NGC2701 10.4449998318 40.831 12.391 0.354 1.66175820083 0.21648 14.282 6939933660.37 -0.6036445128 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 45.6942421277 58.2265763278 33.9 11.5261888252 6.71064358956 11.5261888252 28.6 5.66148692216 3.36046860107 108.94 5.2 5.3 
NGC2710 10.3280002117 50.4 13.157 -99.0 2.2939238633 -111.06 14.871 6146619918.86 -0.539363852661 1.0 1.0 1.0 12.5 3.05432332194 4.25161806414 3.17649625482 3.12452344517 4.34933663568 1 -999.999 -999.999 66.4218215218 60.6905753603 36.15 14.8294911796 8.83310304705 14.7274056804 23.89 5.83742273289 3.96353428842 118.52 3.1 3.2 
NGC2712 10.4300008333 31.167 12.288 0.588 1.6277181254 0.47856 14.254 4149208778.78 -0.812035545159 1.0 1.0 1.0 21.9 3.30912806341 3.42245436696 4.04952657989 3.94404110126 4.07911100199 2 0.442 0.207 62.7633139952 87.9267973575 46.3 13.2858919024 6.99601047197 13.224848774 56.47 8.53271514799 3.01901272635 141.43 3.1 3.1 
NGC2742 10.412999506 23.8 11.418 0.489 1.16362522231 0.36768 14.388 2138598216.12 -1.08287030578 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 62.0422368959 85.9253390972 54.25 9.91454231456 6.25966596369 10.0293473038 42.32 4.88311637941 3.06983249703 133.86 5.3 5.2 
NGC2743 10.090000417 41.625 13.722 -99.0 3.58856405914 -111.06 16.432 995597458.147 -1.09191663782 1.0 1.0 1.0 5.9 1.19064068068 1.48325576322 1.33190313432 1.31468653928 1.63778746843 1 0.197 -999.999 50.621814136 32.8943458843 24.6 6.6381943007 4.96436622791 6.76160754692 17.45 3.52147116573 2.1889626209 78.19 7.9 7.8 
NGC2750 10.5260004982 38.4 12.174 -99.0 1.54965376223 -111.06 14.323 5910683909.54 -0.754362763319 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 27.6044706335 60.9707103281 40.5 11.3508121911 7.53981528616 11.5884923381 0.0 0.0 4.38370445786 74.56 5.3 5.2 
NGC2775 10.8699998425 17.0 10.824 0.828 1.04004512865 0.74736 16.01 244947566.318 -2.48092671364 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 36.2571202489 127.385869184 109.3 10.4989202052 9.00831454682 10.8179416591 63.19 5.20800911449 7.773277095 190.07 1.7 1.6 
NGC2776 10.3799994675 27.56 11.502 0.419 1.17881767002 0.28928 13.851 4702553147.6 -0.707665754887 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 13.8762902161 64.1388626851 45.4 8.56988367198 6.06609943519 8.39411523282 27.86 3.72250066662 1.91202385281 91.4 5.2 5.1 
NGC2780 10.3180006851 55.55 13.89 -99.0 3.68610789602 -111.06 17.185 886223807.373 -1.37045727247 1.0 1.0 1.0 10.5 2.82779434223 3.2923605556 3.39335321068 3.41657758043 3.97787246864 1 0.351 0.123 47.9538150265 31.7776117553 19.45 8.55814768869 5.2381523768 8.63733525428 14.68 3.95352580418 2.84799287325 109.97 3.0 2.7 
NGC2782 10.2799998407 23.38 12.095 0.608 1.47596211559 0.50096 14.837 1364785185.84 -1.14493554097 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 33.73494951 97.5261892156 45.75 11.0545284167 5.18573194677 11.1055538015 23.15 2.62403703973 1.10311570068 82.77 1.1 1.1 
NGC2787 10.2250015499 10.24 11.016 0.891 1.07850449228 0.81792 14.116 508598645.695 -1.51862635055 1.0 1.0 1.75905777613 29.8 1.4794172545 1.38881535888 2.22905485662 2.08947125765 1.96150867224 1 0.527 0.24 58.0296134569 97.0780970789 77.95 4.81942992795 3.86981795263 5.35791315831 27.16 1.34835478632 1.58828846387 166.33 -1.0 -1.0 
NGC2793 9.52399994175 26.3 13.169 -99.0 2.31387217811 -111.06 15.399 1029169205.96 -0.511513158653 1.0 1.06536032369 2.52529854505 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 31.5023068703 33.5058974334 21.6 4.2721988825 2.75412697258 4.30181235042 104.94 13.3804668751 0.0 48.33 8.7 8.7 
NGC2798 10.3259997804 25.66 12.502 0.598 1.67875625876 0.48976 14.787 1721426919.73 -1.09011119019 1.0 1.0 1.0 13.1 1.62968026568 1.24092066032 2.61246454803 2.52182818138 1.92024703124 2 0.763 0.357 62.8353200042 72.7983028525 43.55 9.05633263614 5.41775386033 8.82983047596 6.94 0.863357331588 1.92003703973 153.83 1.1 1.1 
NGC2805 10.392000119 27.82 11.4 0.411 1.16034535228 0.28032 12.991 10580094272.2 -0.367510581547 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 39.217814206 101.653246842 71.3 13.710485672 9.61659030858 14.2578105336 120.52 16.2551397474 6.8093012387 41.4 6.9 6.9 
NGC2841 11.1369994405 16.778 9.541 0.792 1.0 0.70704 12.151 8341721116.06 -1.21574377424 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 65.2041890349 207.071941152 157.2 16.8436381773 12.786956585 16.5743270279 114.03 9.27542404189 4.57751896832 290.36 3.0 2.9 
NGC2844 10.3570005014 37.88 13.344 0.707 2.63570106905 0.61184 15.325 2285573683.07 -0.998005274659 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 57.9557155263 53.2256844267 35.6 9.77475056885 6.53784209633 9.66285992434 13.06 2.39843308365 3.12604348775 144.78 0.6 0.7 
NGC2854 10.1769994449 33.7 13.154 -99.0 2.288975294 -111.06 15.635 1359674923.29 -1.04356435703 1.0 1.0 1.0 8.8 1.43776210215 1.59297505636 1.45410030786 1.44540941838 1.60144793513 2 0.393 0.142 61.6086065298 38.2931642643 25.4 6.25641594894 4.14990424939 6.15638277602 11.87 1.93934501733 1.49249509127 128.39 3.1 3.1 
NGC2859 10.8819999864 27.333 11.753 0.886 1.23155665511 0.81232 17.209 209869771.093 -2.56005009761 1.0 1.0 1.0 34.4 4.55848156498 4.50216311541 5.69810195622 5.75048354303 5.67943832484 2 0.57 0.233 38.0561764975 95.746135653 79.65 12.6877033224 10.5547400189 12.893861917 29.28 3.88000989019 8.19519575304 133.56 -1.2 -1.2 
NGC2882 10.3140000217 37.933 12.76 -99.0 1.78457553631 -111.06 15.908 1339706511.35 -1.18699035348 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 63.1231771432 44.5780692686 30.2 8.1980942068 5.55390686738 8.36975806688 21.33 3.92267660534 2.2916302475 127.81 5.0 5.3 
NGC2893 9.90900051654 26.8 13.679 0.614 3.46828052761 0.50768 15.53 947206946.088 -0.932555642371 1.0 1.33647051565 3.16793011116 12.0 1.55915933387 1.42273289215 1.61113131166 1.62406398942 1.48195839035 2 0.669 0.27 17.817664427 30.4874607861 19.95 3.96123408755 2.59210239255 4.01634034293 8.07 1.04853465203 1.19509562941 68.47 0.3 0.4 
NGC2894 10.6999998067 42.3 12.752 -99.0 1.77730920106 -111.06 14.528 5938216410.84 -0.92634378584 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 65.5623483605 56.9011776363 54.6 11.6690655905 11.1971492982 12.0236432229 21.39 4.38657552178 2.82082030398 185.15 1.0 1.0 
NGC2903 10.664999994 9.058 8.828 0.569 1.0 0.45728 11.946 2936567032.18 -1.19716007522 1.0 1.0 1.0 68.1 2.99056941313 3.10255108719 3.12231255909 3.11157748577 3.22809029911 1 0.459 0.312 63.0512371645 358.196431339 182.75 15.7299749113 8.02535330764 15.6937969729 90.55 3.97644728868 2.41028476959 173.91 4.0 4.0 
NGC2906 10.6370001363 38.4 12.562 -99.0 1.68801973642 -111.06 15.623 1784998004.14 -1.38536240141 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 55.4925452119 40.6556823705 32.85 7.5687984051 6.11562795433 7.74509836793 19.07 3.55022907425 2.21167915061 156.64 5.9 5.7 
NGC2938 9.82800022078 46.0 13.896 -99.0 3.67368440681 -111.06 14.336 8380905610.76 0.0952907286995 1.0 1.0 1.0 10.7 2.38625069692 1.99040069813 2.43085351368 2.41735125673 2.01634205292 1 0.57 0.061 53.4359005637 37.1638975959 26.4 8.28807257369 5.88757181296 8.40337114827 24.61 5.48837660291 3.24173272247 89.64 5.8 5.8 
NGC2962 10.7160000082 33.893 12.63 0.914 1.70544488989 0.84368 15.73 1260071849.45 -1.61560469889 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 50.3830472225 69.3619437053 54.95 11.3973982886 9.02926017502 11.7437210057 59.85 9.8344171333 4.76685782852 194.03 -1.1 -1.0 
NGC2964 10.4489998569 21.191 11.747 0.629 1.23000021629 0.52448 14.326 1795056774.41 -1.19492166784 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 54.9632553254 87.52281042 54.4 8.99181090156 5.58888032386 9.03331521491 25.85 2.65574552154 1.84124840375 134.61 4.1 4.0 
NGC2966 10.0990000137 25.85 13.218 -99.0 2.39778106003 -111.06 15.01 1422644473.03 -0.945903632685 1.0 1.0 1.0 26.3 3.29602695562 -93.8991709694 -125.198894626 3.65498175461 0.0 2 -999.999 -999.999 36.7641516528 63.5508340575 42.3 7.96445863518 5.30121445713 7.94614088863 0.0 0.0 2.71702906455 111.15 4.2 4.7 
NGC2967 10.5660000111 30.9 11.793 0.553 1.244990769 0.43936 13.438 8647533337.63 -0.629107766122 1.0 1.0 1.0 8.1 1.21343902262 -112.243109592 -149.657479456 1.25348005641 0.0 2 -999.999 -999.999 16.8130664162 64.2867180336 42.4 9.63061880221 6.35182895789 10.5354767498 26.25 3.932441277 2.25564831649 57.98 5.2 5.2 
NGC2968 10.1039985913 13.89 12.5 0.984 1.67849175033 0.92208 15.382 291594801.768 -1.63921881374 1.0 1.0 1.57062764306 34.7 2.33671732965 2.37880517781 2.62628172497 2.59281709543 2.63951769153 1 0.596 0.282 44.2299952525 74.322661729 63.15 5.0049294423 4.25255617773 5.0049294423 21.22 1.42896662061 1.9895094175 98.63 1.2 0.6 
NGC2974 10.7709999379 24.73 11.613 0.929 1.1998575455 0.86048 15.694 693463358.901 -1.92997641911 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 47.0423546007 104.501194511 78.4 12.529098685 9.3997139602 13.3327528902 31.42 3.76707924272 4.02880852302 105.22 -4.3 -4.3 
NGC2976 9.2729989447 3.611 10.016 0.536 1.0 0.42032 13.511 110415555.816 -1.22996868173 1.72956767842 2.98869294831 7.08430921081 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 54.8115468741 173.029939018 107.85 3.02916689595 1.88808741182 3.15009174076 75.59 1.32332431581 1.04887326013 50.95 5.2 5.2 
NGC2978 10.828000234 85.375 13.577 -99.0 3.18914913721 -111.06 15.233 12636788577.5 -0.726363514501 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 33.73494951 31.9978836369 21.3 13.2442213439 8.81626790779 13.8365058258 11.61 4.80548687368 2.94827588297 115.27 4.0 4.0 
NGC2985 10.8559998342 21.5 10.956 0.686 1.06546413417 0.58832 12.944 6598606126.89 -1.03654762828 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 39.1220763366 108.422958792 114.35 11.3014501444 11.9192543573 11.4850839367 58.23 6.06959493855 5.09614573486 138.44 2.4 2.4 
NGC3018 9.45500026878 25.889 13.07 -99.0 2.15695178658 -111.06 14.2 3008886717.28 0.0234055683452 1.0 1.0 2.2899929613 9.3 1.16727365283 1.66618900444 1.31788960803 1.31372968936 1.87524318561 1 -999.999 -999.999 54.2788144601 35.1658609664 21.55 4.41378311667 2.70481152886 4.53744098033 14.65 1.83876978644 1.26053003176 66.22 3.1 3.5 
NGC3020 9.82100033283 28.45 12.645 -99.0 1.71091237898 -111.06 13.736 5571085550.11 -0.0750605052499 1.0 1.0 1.0 12.2 1.6827382251 1.46894771289 1.71032409764 1.71266183331 1.49506955121 1 -999.999 -999.999 62.3308996327 70.3268644596 47.2 9.70013959652 6.51026592005 9.78989388313 38.94 5.37096938404 2.88699949095 96.76 5.9 5.9 
NGC3021 10.3290010272 27.288 12.118 -99.0 1.49808102008 -111.06 14.859 1821875513.78 -1.06848232831 1.0 1.0 1.25679618804 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 49.2591415833 40.7494033976 28.75 5.39097626798 3.80350519962 5.35386504838 16.88 2.23315366155 1.22691155552 113.02 4.0 4.0 
NGC3023 9.8539998018 31.46 12.714 -99.0 1.74717257028 -111.06 14.114 4809420195.16 -0.171907079111 1.0 1.0 1.0 18.4 2.80640923084 -114.277288924 -152.369718566 4.95651372306 0.0 1 -999.999 -999.999 57.3630615431 54.5910257583 36.65 8.32634557659 5.58994012557 8.59912836254 31.93 4.87003514896 4.00096342084 58.34 5.5 5.6 
NGC3031 10.779999575 3.692 7.07 0.82 1.0 0.7384 10.025 2862191389.18 -1.32330090423 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 58.986796867 648.815557118 404.3 11.6133470869 7.23668872567 12.1887005064 198.42 3.55157995782 2.74163643856 192.44 2.4 2.4 
NGC3032 9.99199958071 22.86 12.969 0.635 2.01571380229 0.5312 17.146 155570675.779 -1.80007184248 1.0 1.0 1.84906124336 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 38.2517661465 42.7682278081 37.35 4.73993012723 4.13943713184 4.80586912359 32.32 3.58197076576 1.21212915424 68.43 -1.9 -1.9 
NGC3041 10.437000217 26.35 11.814 0.691 1.25412498382 0.59392 14.355 2702318442.75 -1.00526369175 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 52.6631146073 96.6320637385 61.05 12.344580416 7.79903279761 12.5163106359 59.32 7.57802826461 4.1511805202 128.19 5.4 5.4 
NGC3049 10.132000177 30.775 13.023 -99.0 2.08880577297 -111.06 14.786 2478400050.83 -0.73782876772 1.0 1.0 1.0 36.2 5.40108598163 5.70694858556 5.44584636269 5.44978939328 5.75841006334 1 0.624 0.309 55.0390279714 63.258844498 38.6 9.43829995116 5.75916903013 9.56959978248 94.41 14.0860919206 3.50458863598 90.6 2.5 2.6 
NGC3055 10.3479990021 31.614 12.001 0.481 1.3869118293 0.35872 15.296 1635061844.45 -1.13446481805 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 56.0943548296 58.9008083051 35.75 9.02765933996 5.47936150098 9.25923619157 25.15 3.85471165733 2.22546374809 119.45 5.3 5.2 
NGC3057 9.52499942024 25.7 13.12 0.429 2.23399508554 0.30048 15.032 1377975616.65 -0.385757887466 1.0 1.0 1.24847716672 26.0 3.23952197416 3.33608464839 3.62577267108 3.44743001169 3.55018994474 1 -999.999 -999.999 54.5835706525 43.3631931224 35.25 5.40292373037 4.39204421497 5.4278624932 38.41 4.78577073183 2.72967105423 55.12 7.9 7.8 
NGC3061 10.3660006026 55.1 13.114 -99.0 2.2245071915 -111.06 14.907 7106871840.77 -0.514322118773 1.0 1.0 1.0 12.5 3.33915109204 2.84495673042 3.33915109204 3.34744474217 2.85202292033 2 0.284 -999.999 34.9101195049 47.328338091 29.4 12.6429177457 7.85368336848 12.9971254984 30.71 8.20362640293 4.50224420042 89.39 5.3 5.3 
NGC3065 10.5599999353 34.033 11.522 0.903 1.18247424814 0.83136 15.398 1724946991.69 -1.32322418168 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 25.1753992279 55.991390725 34.65 9.23838266572 5.71712820886 9.71842634013 28.35 4.6776503527 2.91433291639 145.01 -2.0 -2.0 
NGC3066 10.1090011232 32.4 13.272 0.558 2.49472855925 0.44496 15.446 1495771680.76 -0.934135816659 1.0 1.0 1.35065659456 10.1 1.5865027998 1.69645843939 1.63362664533 1.63133315892 1.74439585311 2 0.484 0.253 26.2804166489 33.5058974334 21.8 5.2630891176 3.4243327758 5.47319250795 17.37 2.72847065668 1.33124863646 76.96 4.0 4.0 
NGC3073 9.63900013873 23.2 14.04 0.645 3.26662334591 0.5424 16.058 436466841.568 -0.999048882829 1.0 1.26153646811 2.99030866514 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 33.2988286072 35.9022159392 31.85 4.03816163571 3.58238188738 4.07552628529 22.84 2.56896710542 2.36009793227 87.11 -2.8 -2.7 
NGC3077 9.35599909005 3.557 10.199 0.678 1.0 0.57936 10.956 1127049566.99 -0.304056073567 2.45227082021 4.23752397733 10.0445012796 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 39.8828178387 156.358413332 115.95 2.6963705729 1.99953530652 2.84957163277 86.3 1.48822679563 0.0 21.96 7.2 6.1 
NGC3094 10.2480002438 39.22 13.14 -99.0 2.26608881026 -111.06 14.999 3308190154.27 -0.72840977902 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 26.2804166489 40.2829488341 27.7 7.65955083642 5.26698179526 7.76610580268 0.0 0.0 0.0 107.96 1.1 1.1 
NGC3104 8.68700070921 9.4 13.438 0.327 2.84173336561 0.18624 14.252 378121170.241 -0.109369715893 1.0 1.22174396759 2.89598570096 27.1 1.23501321116 -34.1451530798 -45.526870773 1.39681704307 0.0 2 -999.999 -999.999 55.4925452119 89.5614785675 53.35 4.08153539638 2.43128984559 4.06278244467 50.03 2.27998933411 1.67442270865 41.36 9.9 9.9 
NGC3115 10.8549997522 10.172 9.872 0.899 1.0 0.82688 13.174 1195055263.75 -1.77761176308 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 66.9233508695 212.873330389 161.8 10.4978911435 7.97919957336 10.7424184409 69.03 3.40422834703 0.0 106.44 -2.9 -2.9 
NGC3147 11.4140001023 41.5 11.027 0.766 1.08096115036 0.67792 14.131 8238942644.83 -1.49812862275 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 35.1201820042 123.344916331 75.05 24.8166874058 15.0998715245 25.2199261375 43.39 8.72995903328 4.56255545051 173.51 3.9 3.9 
NGC3153 10.1010008629 39.6 13.063 -99.0 2.146537206 -111.06 14.601 4865927770.06 -0.413835204893 1.0 1.0 1.0 16.5 3.16776961676 2.89418951349 3.26376263544 3.2324068001 2.95324439464 1 -999.999 -999.999 65.1325461298 51.7751367597 34.0 9.94010334126 6.52752527089 10.0552043132 26.68 5.12218747727 3.04643444113 112.82 5.9 5.9 
NGC3155 10.1710005497 51.4 13.25 -99.0 2.45454545455 -111.06 15.215 4656949453.25 -0.50289902559 1.0 1.0 1.0 6.1 1.52008338787 1.36433713912 2.0932295833 2.02434581602 1.81693333487 1 0.3 0.108 59.792031673 36.2344150532 26.35 9.02939875274 6.56626184762 9.07107656373 12.79 3.18719123458 2.04563352968 114.37 3.5 3.5 
NGC3162 10.2869995696 26.66 12.023 0.521 1.40709943511 0.40352 13.857 4376184023.36 -0.645903993309 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 31.387047821 62.6788839256 42.95 8.10132133642 5.55133929654 8.21402194251 29.74 3.84393086563 2.14905980171 79.29 4.6 4.5 
NGC3165 8.95400068873 18.514 13.741 0.523 3.64162069527 0.40576 15.697 387592892.805 -0.365624883825 1.5286893777 2.64157524467 6.26151169108 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 62.1144331639 35.1658609664 23.95 3.15642862305 2.14971177854 3.15642862305 21.68 1.94596039076 1.25069243934 60.39 8.5 8.5 
NGC3166 10.8979996526 22.0 11.15 0.851 1.1090197967 0.77312 15.753 519781296.149 -2.18217900484 1.0 1.0 1.0 25.1 2.67713863234 1.95985746491 4.74632147965 4.97370061239 3.641105528 2 0.645 0.273 57.5114749308 134.933956468 96.1 14.3919086723 10.2499212179 14.5585591205 23.16 2.47022034761 4.09090247982 86.27 0.3 0.3 
NGC3169 10.8529999892 19.114 10.896 0.77 1.05324437292 0.6824 12.392 8671184949.13 -0.914921539789 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 39.977097735 130.053263516 97.35 12.0516717759 9.02115191622 12.1631845218 48.23 4.46933905413 3.5768612513 210.5 1.2 1.2 
NGC3177 10.2329986396 24.46 12.728 0.588 1.75728826402 0.47856 15.917 552443911.437 -1.49071044804 1.0 1.0 1.46828585813 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 29.4890166773 43.1639573477 25.2 5.11861147904 2.98834993819 5.16597340793 6.84 0.811123554651 1.19747451094 81.54 3.0 3.0 
NGC3182 10.3740000649 29.583 12.814 -99.0 1.83659951868 -111.06 16.868 336557841.089 -1.84694035177 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 39.5039104804 57.5600622201 42.75 8.25539631376 6.13130317795 8.27442696769 23.99 3.44070089448 0.0 126.7 0.5 0.3 
NGC3184 10.4250008163 11.954 10.313 0.557 1.00030212525 0.44384 12.866 2191804373.14 -1.08419902717 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 16.6051080741 221.881582517 123.3 12.8590523715 7.14579885099 13.0379396093 96.29 5.58044583424 3.54676191307 51.61 5.9 5.9 
NGC3185 10.2150000677 24.725 12.578 0.739 1.69123928974 0.64768 16.037 505414720.272 -1.51135218101 1.0 1.0 1.0 32.4 3.8837902698 4.23441022471 4.29134850799 4.28519914299 4.67205739896 2 0.279 0.127 50.8598801529 64.5834520417 44.45 7.74162292067 5.32822461397 7.75946920461 50.33 6.03306062589 2.23389862555 113.36 1.2 1.2 
NGC3190 10.8929995432 23.633 11.395 0.848 1.15942963565 0.76976 15.254 949758077.99 -1.91538654712 1.0 1.0 1.0 76.6 8.77651467772 8.76505708676 8.86817540543 8.85493706121 8.84337709116 2 1.216 0.682 48.1182696112 109.174510838 79.9 12.5087688878 9.1546151795 12.2804581253 30.27 3.46821278452 0.0 213.79 0.9 0.9 
NGC3206 9.60599958236 20.725 12.702 -99.0 1.73933222903 -111.06 13.888 2570184881.11 -0.196035217799 1.0 1.0 1.0 20.6 2.06983734516 1.85381063195 2.75308462415 2.78241865294 2.49202058965 1 -999.999 -999.999 44.0554034169 69.0432545223 38.4 6.93729643892 3.85833757545 6.84211316345 38.4 3.85833757545 2.37950912661 68.7 6.0 6.0 
NGC3213 9.83100030531 32.025 13.919 -99.0 3.61993130698 -111.06 16.913 378402121.808 -1.25304674237 1.0 1.0 1.6738346685 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 39.4087298444 31.5588562147 21.25 4.89987331964 3.29930550505 4.97948985632 16.03 2.48884081158 1.58273507381 65.16 4.0 4.0 
NGC3220 9.02000059556 16.556 13.261 -99.0 2.47446956602 -111.06 15.106 534178152.32 -0.292314473984 2.1084037153 3.64332162003 8.63602161785 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 62.1144331639 35.3281792056 22.7 2.835640244 1.8220308826 2.77748122122 19.13 1.5354824134 0.934051690786 80.75 3.0 3.4 
NGC3225 10.0640009933 39.529 12.786 -99.0 1.80897324073 -111.06 14.553 5067653840.8 -0.359194051658 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 60.9565805471 49.5588539469 33.65 9.49754896694 6.44874724262 9.28135835834 23.65 4.53232904274 2.58965591351 113.61 5.8 5.8 
NGC3227 10.6749997591 20.85 11.096 0.728 1.09664760092 0.63536 14.638 1303729236.26 -1.55981235434 1.0 1.0 1.0 62.8 6.34804741473 5.86031924951 6.34804741473 6.35755477493 5.86909614772 2 -999.999 -999.999 60.1567568828 119.432151166 95.5 12.0726267268 9.65347974693 11.9619442197 0.0 0.0 0.0 120.92 1.5 1.5 
NGC3239 9.07900026389 8.1 11.307 0.34 1.14276725945 0.2008 13.1 811232467.522 -0.169854940017 1.0 1.07623895506 2.55108493052 0.0 0.0 0.0 0.0 0.0 0.0 3 -999.999 -999.999 62.4751122044 108.422958792 69.95 4.25775563578 2.74692749618 4.33691322304 0.0 0.0 0.0 69.51 9.8 9.8 
